molecule_chembl_id,canonical_smiles,value_IC50,value_pIC50,units,MW,LogP,HBD,HBA
CHEMBL68920,Cc1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,41.0,7.3872161432802645,nM,383.814,4.450340000000002,3.0,4.0
CHEMBL69960,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,170.0,6.769551078621726,nM,482.9030000000001,3.614320000000001,3.0,6.0
CHEMBL137635,CN(c1ccccc1)c1ncnc2ccc(N/N=N/Cc3ccccn3)cc12,9300.0,5.031517051446064,nM,369.43200000000013,4.772000000000004,1.0,6.0
CHEMBL306988,CC(=C(C#N)C#N)c1ccc(NC(=O)CCC(=O)O)cc1,500000.0,3.3010299956639813,nM,283.287,2.3105600000000006,2.0,4.0
CHEMBL66879,O=C(O)/C=C/c1ccc(O)cc1,3000000.0,2.5228787452803374,nM,164.16,1.49,2.0,2.0
CHEMBL77085,N#CC(C#N)=Cc1cc(O)ccc1[N+](=O)[O-],96000.0,4.017728766960432,nM,215.16799999999998,1.73096,1.0,5.0
CHEMBL443268,Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)N(C)c2ncnc(Nc3ccc(F)c(Cl)c3)c21,5310.0,5.274905478918531,nM,539.9990000000001,3.228220000000002,3.0,7.0
CHEMBL76979,COc1cc(/C=C(\C#N)C(=O)O)cc(OC)c1O,264000.0,3.578396073130169,nM,249.22199999999998,1.40098,2.0,5.0
CHEMBL76589,N#CC(C#N)=C(N)/C(C#N)=C/c1ccc(O)cc1,125.0,6.903089986991944,nM,236.234,1.55914,2.0,5.0
CHEMBL76904,N#CC(C#N)=Cc1ccc(O)c(O)c1,35000.0,4.455931955649724,nM,186.17,1.52836,2.0,4.0
CHEMBL1009,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,900000.0,3.045757490560675,nM,197.18999999999997,0.052200000000000135,4.0,4.0
CHEMBL304271,CCN(CC)CC(O)CNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,0.45,9.346787486224656,nM,542.0150000000001,3.57442,5.0,7.0
CHEMBL296407,N#C/C(=C\c1ccc(O)c(O)c1)C(N)=O,10000.0,5.0,nM,204.18499999999997,0.4900799999999999,3.0,4.0
CHEMBL309625,N#CC(C#N)=C(N)/C(C#N)=C/c1ccc(O)c([N+](=O)[O-])c1,60000.0,4.221848749616356,nM,281.231,1.4673399999999999,2.0,7.0
CHEMBL77825,COc1ccc(NN=C(C#N)C#N)cc1,600000.0,3.221848749616356,nM,200.20100000000002,1.5102599999999997,1.0,5.0
CHEMBL421877,COc1cc(C=C(C#N)C#N)cc(OC)c1O,850000.0,3.070581074285707,nM,230.22299999999998,1.83996,1.0,5.0
CHEMBL310798,N#CC(C#N)=Cc1cc(O)c(O)c(O)c1,3000.0,5.522878745280337,nM,202.16899999999998,1.2339599999999997,3.0,5.0
CHEMBL135592,C/N=N/Nc1ccc2ncnc(N(C)c3ccccc3)c2c1,8000.0,5.096910013008056,nM,292.34600000000006,3.806600000000002,1.0,5.0
CHEMBL309866,N#C/C(=C\c1ccc([N+](=O)[O-])cc1)C(=O)O,1300000.0,2.886056647693163,nM,218.16799999999998,1.5863800000000001,1.0,4.0
CHEMBL77381,N#C/C(=C/c1ccc[nH]1)C(=O)O,1360000.0,2.866461091629782,nM,162.14799999999997,1.0062799999999998,2.0,2.0
CHEMBL76602,N#C/C(=C\c1ccc(O)cc1)C(=O)O,165000.0,3.7825160557860933,nM,189.17,1.3837799999999998,2.0,3.0
CHEMBL77737,N#CC(C#N)=Cc1ccncc1,250000.0,3.6020599913279625,nM,155.15999999999997,1.51216,0.0,3.0
CHEMBL308134,N#CC(C#N)=Cc1ccc(O)c([N+](=O)[O-])c1,125000.0,3.9030899869919438,nM,215.16799999999998,1.7309600000000003,1.0,5.0
CHEMBL136491,CN(C)/N=N/c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,14.0,7.853871964321762,nM,326.791,4.587100000000003,1.0,5.0
CHEMBL76557,N#CCNC(=O)/C(C#N)=C/c1ccc(O)cc1,625000.0,3.204119982655925,nM,227.223,0.93896,2.0,4.0
CHEMBL336113,Cc1cccc(Nc2ncnc3ccc(N)cc23)c1,1000.0,6.0,nM,250.30500000000004,3.2640200000000004,2.0,4.0
CHEMBL133024,C/N=N/Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,100.0,7.0,nM,312.76400000000007,4.435700000000002,2.0,5.0
CHEMBL344652,CN(C)/N=N/c1ccc2ncnc(N(C)c3ccccc3)c2c1,13350.0,4.874518734299406,nM,306.373,3.958000000000003,0.0,5.0
CHEMBL77814,N#CC(C#N)=CNc1ccc(O)cc1,350000.0,3.4559319556497243,nM,185.186,1.7351599999999998,2.0,4.0
CHEMBL47986,O=CN/C=C/c1cc(O)ccc1O,14000.0,4.853871964321762,nM,179.17499999999998,0.8144999999999998,3.0,3.0
CHEMBL138125,Brc1cccc(Nc2ncnc3ccc(N/N=N/Cc4ccccn4)cc23)c1,238.0,6.623423042943488,nM,434.30100000000016,5.510200000000003,2.0,6.0
CHEMBL137364,Brc1cccc(Nc2ncnc3ccc(N/N=N/CCN4CCOCC4)cc23)c1,64.0,7.1938200260161125,nM,456.34800000000035,4.247200000000003,2.0,7.0
CHEMBL308339,N#CC(C#N)=C1C(=O)NC(=O)NC1=O,1400000.0,2.853871964321762,nM,190.118,-1.30384,2.0,5.0
CHEMBL78174,N#CC(C#N)=Cc1ccc(C(=O)O)cc1,430000.0,3.366531544420414,nM,198.18099999999998,1.81536,1.0,3.0
CHEMBL302552,O=C1Nc2ncnc(Nc3ccc(F)c(Cl)c3)c2/C1=C/c1ccc(C(=O)NCCN2CCOCC2)[nH]1,22.0,7.657577319177793,nM,511.9450000000004,2.895500000000001,4.0,7.0
CHEMBL309598,N#CC(C#N)=C(O)c1cc(O)c(O)c(O)c1,13500.0,4.8696662315049934,nM,218.16799999999998,1.1196599999999999,4.0,6.0
CHEMBL67057,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(ccn4Cc4ccccc4)c3)c21,4.5,8.346787486224656,nM,559.6300000000002,4.824820000000003,3.0,7.0
CHEMBL332096,Nc1ccc2ncnc(NCc3ccccc3)c2c1,508.0,6.29413628771608,nM,250.30500000000004,2.8241000000000014,2.0,4.0
CHEMBL77387,N#CC(C#N)=Cc1ccc([N+](=O)[O-])c(O)c1,450000.0,3.346787486224656,nM,215.16799999999995,1.7309599999999998,1.0,5.0
CHEMBL432903,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)c1C,200.0,6.698970004336019,nM,526.0160000000002,4.5219400000000025,4.0,6.0
CHEMBL69964,Cc1cc(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]c1C(=O)N1CCN(C)CC1,210.0,6.6777807052660805,nM,495.94600000000037,3.5295200000000015,3.0,6.0
CHEMBL65848,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(c3)CCC4)c21,1410.0,5.85078088734462,nM,470.53300000000024,3.3105200000000012,3.0,6.0
CHEMBL78184,N#C/C(=C\c1ccc(F)cc1)C(=O)O,833000.0,3.079354998593212,nM,191.161,1.8172799999999998,1.0,2.0
CHEMBL76985,N#C/C(=C\c1ccc(C=O)cc1)C(=O)O,47000.0,4.327902142064283,nM,201.18099999999998,1.49068,1.0,3.0
CHEMBL145,O=C(O)/C=C/c1ccc(O)c(O)c1,1200000.0,2.920818753952375,nM,180.159,1.1956,3.0,3.0
CHEMBL69629,Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,6.5,8.187086643357144,nM,525.9720000000001,3.203920000000001,4.0,7.0
CHEMBL136492,CN(c1ccccc1)c1ncnc2ccc(N)cc12,8400.0,5.075720713938118,nM,250.30499999999998,2.9799000000000007,1.0,4.0
CHEMBL77197,COc1cc(/C(C)=C(\C#N)C(=O)O)ccc1O,1100000.0,2.9586073148417746,nM,233.22299999999998,1.78248,2.0,4.0
CHEMBL305695,N#CC(C#N)=Cc1ccc(O)cc1,560000.0,3.2518119729937993,nM,170.171,1.82276,1.0,3.0
CHEMBL76587,N#CC(C#N)Cc1ccc(O)cc1,6500000.0,2.1870866433571443,nM,172.187,1.5980599999999998,1.0,3.0
CHEMBL66570,CCN1CCN(C(=O)c2cc(C)c(/C=C3\C(=O)Nc4ncnc(Nc5ccc(F)c(Cl)c5)c43)[nH]2)CC1,13.0,7.886056647693163,nM,509.97300000000024,3.919620000000001,3.0,6.0
CHEMBL308048,N#C/C(=C\c1ccc(O)cc1)C(N)=O,800000.0,3.0969100130080562,nM,188.18599999999998,0.7844799999999998,2.0,3.0
CHEMBL311119,N#CC(C#N)=Cc1ccc(C=O)cc1,60000.0,4.221848749616356,nM,182.182,1.9296599999999997,0.0,3.0
CHEMBL76905,N#CC(C#N)=Cc1cc(O)cc(O)c1,37000.0,4.431798275933005,nM,186.17,1.52836,2.0,4.0
CHEMBL77524,COc1ccc(/C=C(\C#N)C(=O)O)cc1,833000.0,3.079354998593212,nM,203.19699999999997,1.68678,1.0,3.0
CHEMBL305194,Cc1cc(C(=O)O)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,29.0,7.537602002101044,nM,413.7960000000001,3.8401200000000006,4.0,5.0
CHEMBL307250,COc1cc(/C=C(\C#N)C(=O)O)ccc1O,325000.0,3.4881166390211256,nM,219.196,1.39238,2.0,4.0
CHEMBL80155,COc1cc(C=C(C#N)C#N)cc(O)c1O,6000.0,5.221848749616356,nM,216.196,1.53696,2.0,5.0
CHEMBL343352,Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,200.0,6.698970004336019,nM,270.72300000000007,3.609000000000001,2.0,4.0
CHEMBL52765,Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,44.0,7.356547323513812,nM,315.17400000000004,3.7181000000000015,2.0,4.0
CHEMBL311564,COc1ccc(C(O)=C(C#N)C#N)cc1,450000.0,3.346787486224656,nM,200.197,2.0114600000000005,1.0,4.0
CHEMBL76642,N#C/C(=C/c1cc(O)ccc1O)C(=O)O,75000.0,4.1249387366083,nM,205.16899999999998,1.0893799999999998,3.0,4.0
CHEMBL308645,Cc1cc(CCC(=O)O)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,4.7,8.327902142064282,nM,441.8500000000001,4.1591200000000015,4.0,5.0
CHEMBL67003,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c21,1.8,8.744727494896694,nM,560.6180000000002,4.219820000000002,3.0,8.0
CHEMBL307248,N#CC(C#N)=Cc1ccc(NC(=O)CCC(=O)O)cc1,640000.0,3.1938200260161125,nM,269.25999999999993,1.9204599999999998,2.0,4.0
CHEMBL310958,N#CC(C#N)=NNc1ccc(O)cc1,225000.0,3.6478174818886373,nM,186.174,1.20726,2.0,5.0
CHEMBL78005,N#CC(C#N)=Cc1ccc2c(c1)OCO2,350000.0,3.4559319556497243,nM,198.18099999999995,1.84586,0.0,4.0
CHEMBL134312,CN(C)/N=N/c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,11.0,7.958607314841775,nM,371.242,4.696200000000003,1.0,5.0
CHEMBL77243,CCCCc1cc(/C=C(\C#N)C(N)=O)cc(CCCC)c1O,55000.0,4.259637310505756,nM,300.402,3.4696800000000017,2.0,3.0
CHEMBL80745,COc1cc(/C=C(\C#N)C(N)=C(C#N)C#N)cc(O)c1O,1200.0,5.920818753952375,nM,282.259,1.27334,3.0,7.0
CHEMBL77778,N#CC(C#N)=Cc1ccc(/C=C/C(=O)O)cc1,450000.0,3.346787486224656,nM,224.219,2.2149599999999996,1.0,3.0
CHEMBL305246,Cc1cc(C(=O)N2CCN(C)CC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,2.8,8.55284196865778,nM,495.9460000000001,3.5295200000000007,3.0,6.0
CHEMBL69966,C#Cc1cccc(Nc2ncnc3c2/C(=C/c2[nH]c(C(=O)NCCN4CCOCC4)cc2C)C(=O)N3)c1,18.0,7.7447274948966935,nM,497.5590000000004,2.3927199999999997,4.0,7.0
CHEMBL47940,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2C1CCCC1,3200.0,5.494850021680094,nM,370.4560000000002,5.587900000000003,1.0,5.0
CHEMBL57712,N#CC(C#N)=Cc1cc[n+]([O-])cc1,1300000.0,2.886056647693163,nM,171.15899999999996,0.75056,0.0,3.0
CHEMBL77869,COc1cc(C=C(C#N)C#N)ccc1O,200000.0,3.6989700043360187,nM,200.197,1.8313599999999997,1.0,4.0
CHEMBL69358,CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,1.2,8.920818753952375,nM,511.9890000000001,4.213520000000002,4.0,6.0
CHEMBL137189,C/N=N/Nc1ccc2ncnc(Nc3cccc(C)c3)c2c1,200.0,6.698970004336019,nM,292.34600000000006,4.090720000000002,2.0,5.0
CHEMBL137617,C/N=N/Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,39.0,7.4089353929735005,nM,357.2150000000001,4.544800000000002,2.0,5.0
CHEMBL137027,CN(C)/N=N/c1ccc2ncnc(NCc3ccccc3)c2c1,482.0,6.31695296176115,nM,306.373,3.802200000000002,1.0,5.0
CHEMBL78257,N#CC(C#N)=C(N)/C(C#N)=C/c1cc(O)c(O)c(O)c1,800.0,6.096910013008056,nM,268.23199999999997,0.9703399999999998,4.0,7.0
CHEMBL76082,N#CC(C#N)=Cc1cc2c(cc1[N+](=O)[O-])OCO2,560000.0,3.2518119729937993,nM,243.17799999999994,1.7540600000000002,0.0,6.0
CHEMBL77595,N#C/C(=C\c1ccccc1)C(=O)O,850000.0,3.070581074285707,nM,173.17099999999996,1.6781799999999996,1.0,2.0
CHEMBL309334,N#CC(C#N)=C(N)/C(C#N)=C/c1ccc(O)c(O)c1,2500.0,5.6020599913279625,nM,252.233,1.2647399999999998,3.0,6.0
CHEMBL310514,N#CC(C#N)=Cc1ccc[nH]1,260000.0,3.585026652029182,nM,143.14899999999997,1.4452599999999998,1.0,2.0
CHEMBL304971,Cc1c(C(=O)N2CCN(C)CC2)c[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,410.0,6.3872161432802645,nM,495.9460000000002,3.5295200000000007,3.0,6.0
CHEMBL69071,Cc1cc(C(=O)N2CC(C)NC(C)C2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,5.8999999999999995,8.229147988357855,nM,509.97300000000024,3.9643200000000016,4.0,6.0
CHEMBL137534,CN(C)CC/N=N/Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,38.0,7.42021640338319,nM,414.3110000000001,4.476600000000003,2.0,6.0
CHEMBL137788,C/N=N/Nc1ccc2ncnc(NCc3ccccc3)c2c1,335.0,6.474955192963154,nM,292.34600000000006,3.650800000000002,2.0,5.0
CHEMBL424093,Brc1cccc(Nc2ncnc3ccc(N/N=N/Cc4ccccc4)cc23)c1,25.0,7.6020599913279625,nM,433.31300000000016,6.115200000000003,2.0,5.0
CHEMBL77030,N#C/C(=C\c1ccc(O)c(O)c1)C(N)=S,2400.0,5.619788758288394,nM,220.253,1.2908799999999998,3.0,4.0
CHEMBL78150,CC(C)(C)c1cc(C=C(C#N)C#N)cc(C(C)(C)C)c1O,460000.0,3.3372421683184257,nM,282.387,4.417760000000005,1.0,3.0
CHEMBL264382,Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(ccn4Cc4ccccc4)c3)c21,1.1,8.958607314841775,nM,602.6990000000002,4.4144200000000025,4.0,8.0
CHEMBL308133,O=C(O)C(=Cc1ccc(O)cc1)C(=O)O,1500000.0,2.8239087409443187,nM,208.16899999999998,0.9448000000000001,3.0,3.0
CHEMBL307179,COc1cc(C=C(C#N)C#N)cc([N+](=O)[O-])c1O,160000.0,3.795880017344075,nM,245.194,1.73956,1.0,6.0
CHEMBL305782,Cc1[nH]c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)c(C)c1CCC(=O)O,180.0,6.7447274948966935,nM,455.8770000000003,4.467540000000002,4.0,5.0
CHEMBL308672,CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(Cl)cc4F)c32)[nH]1,450.0,6.346787486224656,nM,511.9890000000001,4.213520000000002,4.0,6.0
CHEMBL133023,Cc1cccc(Nc2ncnc3ccc(/N=N/N(C)C)cc23)c1,24.0,7.619788758288394,nM,306.3730000000001,4.2421200000000026,1.0,5.0
CHEMBL310400,N#CC(C#N)=Cc1cccc(O)c1,375000.0,3.425968732272281,nM,170.17099999999996,1.8227599999999997,1.0,3.0
CHEMBL136674,COCC/N=N/Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,71.0,7.1487416512809245,nM,401.2680000000001,4.561400000000003,2.0,6.0
CHEMBL73820,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)O,25000.0,4.6020599913279625,nM,205.16899999999998,1.0893799999999998,3.0,4.0
CHEMBL79064,N#CC(C#N)=C(O)c1ccc(O)cc1,230000.0,3.638272163982407,nM,186.17,1.7084599999999999,2.0,4.0
CHEMBL77803,N#CC(C#N)=C(N)/C(C#N)=C/c1cc(O)c(O)c(Br)c1,500.0,6.301029995663981,nM,331.129,2.027240000000001,3.0,6.0
CHEMBL75718,N#C/C=C/c1ccc(O)cc1,2400000.0,2.6197887582883936,nM,145.161,1.9289799999999997,1.0,2.0
CHEMBL77298,COc1cc(C=C(C#N)C#N)cc(Br)c1O,153000.0,3.8153085691824016,nM,279.093,2.5938600000000007,1.0,4.0
CHEMBL432941,COc1cccc(-c2ccc3c(c2)NC(=O)/C3=C\c2[nH]c3c(c2CCC(=O)O)CCCC3)c1,8880.0,5.051587034221399,nM,442.5150000000003,5.079000000000003,3.0,3.0
CHEMBL322395,COc1cc(Nc2c(C#N)cnc3cc(-c4ccc(CN5CCOCC5)cc4)ccc23)c(Cl)cc1Cl,3000.0,5.522878745280337,nM,519.4320000000004,6.664680000000005,1.0,6.0
CHEMBL431996,O=C(O)CCc1c(/C=C2\C(=O)Nc3ccc(C(=O)O)cc32)[nH]c2c1CCCC2,56500.0,4.247951552180561,nM,380.4000000000002,3.101600000000002,4.0,3.0
CHEMBL86531,NS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCC(=O)O)CCCC3)C(=O)N2,29100.0,4.536107011014093,nM,415.4710000000003,2.0508,4.0,4.0
CHEMBL138691,C=CC(=O)N(CCN(C)C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,2282.0,5.641684359917804,nM,441.3330000000001,3.6115000000000013,1.0,6.0
CHEMBL139307,C=CC(=O)N(CCCN1CCOCC1)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,194.0,6.7121982700697735,nM,496.40900000000005,4.377200000000003,1.0,6.0
CHEMBL322298,CCn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccccc3)nc21,200.0,6.698970004336019,nM,411.2920000000001,5.528800000000003,1.0,5.0
CHEMBL111434,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(Br)c3)nc21,670.0,6.173925197299173,nM,476.1610000000001,5.8084000000000024,1.0,5.0
CHEMBL111197,COc1cccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)c1,30.0,7.522878745280337,nM,427.2910000000001,5.054500000000003,1.0,6.0
CHEMBL136058,O=C(/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1)NCCCN1CCOCC1,8.8,8.05551732784983,nM,540.4220000000001,2.8641000000000005,3.0,8.0
CHEMBL939,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,515.0,6.288192770958808,nM,446.9100000000004,4.275600000000003,1.0,7.0
CHEMBL95320,C#Cc1cccc(Nc2c(C#N)cnc3cc(OCCOC)c(OCCOC)cc23)c1,850.0,6.070581074285707,nM,417.46500000000026,3.8817800000000027,1.0,7.0
CHEMBL292323,COc1cccc2c(C(=O)Nc3ccccc3)c(SSc3c(C(=O)Nc4ccccc4)c4cccc(OC)c4n3C)n(C)c12,6500.0,5.187086643357144,nM,622.7719999999999,7.991200000000005,2.0,8.0
CHEMBL545315,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1.Cl.Cl,7.4,8.130768280269024,nM,558.8690000000005,5.235100000000005,2.0,7.0
CHEMBL111365,COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cn1,1300.0,5.886056647693163,nM,428.2790000000001,4.449500000000002,1.0,7.0
CHEMBL422292,CCOC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,51.0,7.292429823902063,nM,442.2730000000001,3.588700000000001,2.0,7.0
CHEMBL113023,COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1C,250.0,6.6020599913279625,nM,441.31800000000015,5.3629200000000035,1.0,6.0
CHEMBL304414,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3ccccc3n2C)c(C(=O)Nc2ccccc2)c2ccccc21,10000.0,5.0,nM,562.7200000000003,7.9740000000000055,2.0,6.0
CHEMBL106232,CN1CCN(CCCCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)CC1,4500.0,5.346787486224656,nM,489.4510000000003,4.131900000000003,1.0,7.0
CHEMBL327127,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(CO)c3)nc21,90.0,7.045757490560675,nM,427.29100000000017,4.538200000000003,2.0,6.0
CHEMBL293261,O=C(CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)NCc2ccccc2)[nH]c2ccccc12)NCc1ccccc1,850.0,6.070581074285707,nM,618.8280000000002,7.946600000000007,4.0,4.0
CHEMBL267019,O=C1NC(=O)c2cc(Nc3ccc(O)cc3)c(Nc3ccc(O)cc3)cc21,2500.0,5.6020599913279625,nM,361.3570000000001,3.4686000000000003,5.0,6.0
CHEMBL285063,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,2.7,8.568636235841012,nM,369.22200000000004,4.260400000000002,2.0,4.0
CHEMBL136404,C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,7.7,8.113509274827518,nM,384.2370000000001,4.045500000000002,2.0,5.0
CHEMBL291979,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(C#N)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(C#N)ccc21,54100.0,4.266802734893431,nM,612.7400000000001,7.717360000000005,2.0,8.0
CHEMBL62843,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cccc(O)c3n2C)c(C(=O)Nc2ccccc2)c2cccc(O)c21,100000.0,4.0,nM,594.7180000000003,7.3852000000000055,4.0,8.0
CHEMBL434827,CCN(CC)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,21.0,7.6777807052660805,nM,526.4390000000001,3.8737000000000013,3.0,7.0
CHEMBL64430,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc([N+](=O)[O-])ccc3n2C)c(C(=O)Nc2ccccc2)c2cc([N+](=O)[O-])ccc21,5000.0,5.301029995663981,nM,652.7140000000003,7.790400000000005,2.0,10.0
CHEMBL137082,C=CC(=O)N(CCCN1CCOCC1)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,156.0,6.806875401645538,nM,497.39700000000005,3.7722000000000024,1.0,7.0
CHEMBL324926,COc1cc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc(OC)c1,330.0,6.481486060122112,nM,457.3170000000002,5.063100000000004,1.0,7.0
CHEMBL62176,CN1C(=S)C(C(=O)Nc2ccccc2)c2ccccc21,1000.0,6.0,nM,282.36800000000005,3.1861000000000015,1.0,2.0
CHEMBL138363,C=C(C)C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,44.0,7.356547323513812,nM,384.2370000000001,4.045500000000002,2.0,5.0
CHEMBL93464,C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.7,8.060480747381382,nM,383.2490000000001,4.650500000000003,2.0,4.0
CHEMBL31965,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,74.0,7.130768280269024,nM,485.9470000000004,4.391500000000003,2.0,7.0
CHEMBL344486,CCOC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,64.0,7.1938200260161125,nM,441.2850000000001,4.193700000000002,2.0,6.0
CHEMBL138940,O=C(/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1)NCCCN1CCOCC1,14.0,7.853871964321762,nM,513.9610000000004,2.894100000000001,3.0,8.0
CHEMBL321193,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(O)c3)nc21,150.0,6.823908740944319,nM,413.2640000000001,4.751500000000003,2.0,6.0
CHEMBL419022,CCOC(=O)CCCc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,700.0,6.154901959985743,nM,511.4090000000003,5.931700000000005,1.0,7.0
CHEMBL344177,O=C(/C=C/Cl)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,20.0,7.698970004336019,nM,404.6550000000001,4.2219000000000015,2.0,5.0
CHEMBL136178,CC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1039.0,5.983384452442823,nM,411.25900000000007,4.2196000000000025,2.0,5.0
CHEMBL136511,C=CS(=O)(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,2.7,8.568636235841012,nM,405.2770000000001,4.0211000000000015,2.0,5.0
CHEMBL44,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,1000.0,6.0,nM,270.24,2.576800000000001,3.0,5.0
CHEMBL136102,CN(C)CCCNC(=O)/C=C/C(=O)N(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,193.0,6.714442690992226,nM,512.412,3.117800000000001,2.0,7.0
CHEMBL104153,COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,220.0,6.657577319177793,nM,427.2910000000001,5.054500000000003,1.0,6.0
CHEMBL95774,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCCCN1CCOCC1,80.0,7.096910013008056,nM,509.96900000000045,4.868180000000005,2.0,7.0
CHEMBL268868,O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21,300.0,6.522878745280337,nM,329.35900000000004,4.057400000000001,3.0,4.0
