molecule_chembl_id,canonical_smiles,value_IC50,value_pIC50,units,MW,LogP,HBD,HBA
CHEMBL2018749,CCCCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1,800.0,6.096910013008056,nM,396.4470000000002,4.739200000000004,2.0,7.0
CHEMBL2018750,COc1cc2ncnc(Nc3ccc(NC(=O)OC(C)C)cc3)c2cc1OC,4800.0,5.318758762624412,nM,382.4200000000002,4.347500000000003,2.0,7.0
CHEMBL2018751,COC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1Cl,6150.0,5.211124884224583,nM,388.81100000000015,4.222300000000002,2.0,7.0
CHEMBL2018752,CCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1Cl,1000.0,6.0,nM,402.8380000000002,4.612400000000004,2.0,7.0
CHEMBL2018753,CCCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1Cl,1000.0,6.0,nM,416.86500000000024,5.002500000000004,2.0,7.0
CHEMBL2018754,CCCCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1Cl,6400.0,5.1938200260161125,nM,430.89200000000017,5.392600000000004,2.0,7.0
CHEMBL2018755,COC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1C,4000.0,5.3979400086720375,nM,368.39300000000014,3.877320000000002,2.0,7.0
CHEMBL2018756,CCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1C,900.0,6.045757490560675,nM,382.4200000000002,4.267420000000003,2.0,7.0
CHEMBL2018757,CCCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1C,900.0,6.045757490560675,nM,396.44700000000023,4.657520000000003,2.0,7.0
CHEMBL2018758,CCCCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1C,7600.0,5.119186407719209,nM,410.4740000000002,5.047620000000005,2.0,7.0
CHEMBL2018759,COc1cc2ncnc(Nc3ccc(NC(=O)OC(C)C)c(C)c3)c2cc1OC,5800.0,5.236572006437063,nM,396.44700000000023,4.655920000000004,2.0,7.0
CHEMBL2018760,CCOC(=O)Nc1cc(Nc2ncnc3cc(OC)c(OC)cc23)ccc1Cl,900.0,6.045757490560675,nM,402.8380000000002,4.612400000000004,2.0,7.0
CHEMBL2018761,COC(=O)Nc1cc(Nc2ncnc3cc(OC)c(OC)cc23)ccc1C,7200.0,5.142667503568731,nM,368.39300000000014,3.877320000000002,2.0,7.0
CHEMBL2018762,CCOC(=O)Nc1cc(Nc2ncnc3cc(OC)c(OC)cc23)ccc1C,5000.0,5.301029995663981,nM,382.4200000000002,4.267420000000003,2.0,7.0
CHEMBL2018765,CCN(CC)CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC,9900.0,5.00436480540245,nM,418.90000000000015,4.895100000000004,1.0,6.0
CHEMBL2018767,CCN(CC)CCOc1cc2ncnc(Nc3ccc(C)c(Br)c3)c2cc1OC,9450.0,5.0245681914907365,nM,459.3880000000002,5.173520000000005,1.0,6.0
CHEMBL2018773,CCN(CC)CCOc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OC,9100.0,5.040958607678906,nM,463.35100000000017,5.004200000000004,1.0,6.0
CHEMBL2018777,CCCCOc1cc2c(Nc3ccc(NC(=O)OCC)c(Cl)c3)ncnc2cc1OCCN(CC)CC,9150.0,5.0385789059335515,nM,530.0690000000002,6.494700000000007,2.0,8.0
CHEMBL1229592,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1,6.18,8.209011524911183,nM,494.9830000000003,4.550800000000003,2.0,8.0
CHEMBL2032376,C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,1.16,8.935542010773082,nM,528.6170000000003,3.808600000000003,2.0,8.0
CHEMBL2032377,C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccc(N(C)C)cc4OC)nc32)c1,4.99,8.30189945437661,nM,473.5370000000002,4.1228000000000025,2.0,7.0
CHEMBL2032378,C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccc(N5CCCCC5)cc4OC)nc32)c1,29.5,7.530177984021837,nM,513.6020000000004,5.047100000000004,2.0,7.0
CHEMBL2032379,C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccc(N5CCOCC5)cc4OC)nc32)c1,16.4,7.785156151952302,nM,515.5740000000004,3.8934000000000033,2.0,8.0
CHEMBL2032380,C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccc(N5CCCN(C)CC5)cc4OC)nc32)c1,1.47,8.832682665251824,nM,542.6440000000003,4.198700000000003,2.0,8.0
CHEMBL2029425,C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccc(N5CCC(N(C)C)CC5)cc4OC)nc32)c1,3.52,8.453457336521868,nM,556.6710000000003,4.587200000000005,2.0,8.0
CHEMBL2029426,C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccccc4)nc32)c1,6.95,8.158015195409886,nM,400.44200000000006,4.048200000000002,2.0,5.0
CHEMBL2029427,C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(NC)nc32)c1,929.0,6.031984286006358,nM,338.37100000000004,2.3463000000000003,2.0,5.0
CHEMBL2029428,C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc32)c1,0.43,9.366531544420413,nM,498.5910000000003,3.8000000000000025,2.0,7.0
CHEMBL2029429,C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(OC)c4)nc32)c1,0.41,9.387216143280265,nM,528.6170000000003,3.808600000000003,2.0,8.0
CHEMBL2029430,C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OCC)nc32)c1,4.41,8.355561410532161,nM,542.6440000000003,4.198700000000003,2.0,8.0
CHEMBL2029431,C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC(C)C)nc32)c1,8.81,8.055024091587953,nM,556.6710000000003,4.587200000000005,2.0,8.0
CHEMBL2029432,C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4C)nc32)c1,1.95,8.709965388637482,nM,512.6180000000004,4.108420000000003,2.0,7.0
CHEMBL2029434,C=CC(=O)Nc1cccc(N2C(=O)N(C(C)C)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,0.38,9.42021640338319,nM,556.6710000000003,4.587200000000004,2.0,8.0
CHEMBL2029435,C=CC(=O)Nc1cccc(N2C(=O)N(C3CC3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,0.58,9.236572006437063,nM,554.6550000000002,4.341200000000003,2.0,8.0
CHEMBL2029436,C=CC(=O)Nc1cccc(N2C(=O)N(c3ccccc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,0.3,9.522878745280337,nM,590.6880000000002,5.383400000000004,2.0,8.0
CHEMBL2029437,C=CC(=O)Nc1cccc(N2C(=O)N(c3ccc4ccccc4c3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,0.8,9.096910013008056,nM,640.748,6.536600000000007,2.0,8.0
CHEMBL2029438,C=CC(=O)Nc1cccc(N2C(=O)N(Cc3ccccc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,0.29,9.537602002101044,nM,604.7150000000003,5.379000000000005,2.0,8.0
CHEMBL2029439,C=CC(=O)Nc1cccc(N2C(=O)N(c3ccc(-c4ccccc4)cc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,1.41,8.85078088734462,nM,666.7859999999998,7.050400000000009,2.0,8.0
CHEMBL2029440,C=CC(=O)Nc1cccc(N2C(=O)N(c3ccc(Oc4ccccc4)cc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,1.52,8.818156412055227,nM,682.7849999999997,7.175700000000008,2.0,9.0
CHEMBL2029441,C=CC(=O)Nc1cccc(N2C(=O)N(c3ccc(OCc4ccccc4)cc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,1.67,8.777283528852417,nM,696.8119999999997,6.962400000000008,2.0,9.0
CHEMBL2031297,CN(C)CCC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,0.28,9.55284196865778,nM,414.3070000000001,4.026100000000001,2.0,5.0
CHEMBL2031298,O=C(CCN1CCCCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,0.27,9.568636235841012,nM,454.3720000000001,4.950400000000004,2.0,5.0
CHEMBL2031299,O=C(CCN1CCOCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,0.51,9.292429823902063,nM,456.3440000000001,3.796700000000002,2.0,6.0
CHEMBL2031300,CN1CCN(CCC(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)CC1,0.23,9.638272163982407,nM,469.38700000000017,3.7119000000000018,2.0,6.0
CHEMBL2031301,CN(C)CCC(=O)N(C)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,17.4,7.7594507517174005,nM,428.3340000000001,4.050400000000002,1.0,5.0
CHEMBL2031302,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCC,0.18,9.744727494896694,nM,386.81400000000014,4.6891000000000025,2.0,5.0
CHEMBL2031303,CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN(C)C,0.27,9.568636235841012,nM,431.8990000000002,4.454800000000003,2.0,6.0
CHEMBL2031304,CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN1CCCCC1,0.51,9.292429823902063,nM,471.9640000000004,5.379100000000005,2.0,6.0
CHEMBL2031305,CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN1CCOCC1,0.29,9.537602002101044,nM,473.9360000000004,4.225400000000003,2.0,7.0
CHEMBL2031306,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCC,1.46,8.835647144215564,nM,410.8360000000002,5.165780000000003,2.0,5.0
CHEMBL2031307,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN(C)C,0.68,9.167491087293763,nM,455.9210000000002,4.931480000000004,2.0,6.0
CHEMBL2031308,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN1CCCCC1,2.21,8.655607726314889,nM,495.9860000000004,5.855780000000005,2.0,6.0
CHEMBL2031309,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN1CCOCC1,2.02,8.694648630553376,nM,497.95800000000037,4.702080000000003,2.0,7.0
CHEMBL2031310,C=CC(=O)Nc1cc2c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c(C#N)cnc2cc1OCC,50.7,7.2949920406666635,nM,499.95800000000025,6.0006800000000045,2.0,7.0
CHEMBL2031311,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)CCN(C)C,12.5,7.903089986991944,nM,545.0430000000001,5.766380000000005,2.0,8.0
CHEMBL2031312,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)CCN1CCCCC1,24.8,7.605548319173783,nM,585.1079999999998,6.690680000000006,2.0,8.0
CHEMBL2031313,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)CCN1CCOCC1,37.5,7.425968732272281,nM,587.0799999999999,5.536980000000004,2.0,9.0
CHEMBL2029689,O=S(=O)(c1ccc(/N=C/c2cc(Br)ccc2O)cc1)N1CCCCC1,9700.0,5.013228265733755,nM,423.3320000000003,4.079900000000003,1.0,4.0
CHEMBL2029690,Cc1ccc(N2NC(=O)/C(=C\c3ccc(-c4cc([N+](=O)[O-])ccc4O)o3)C2=O)cc1C,74300.0,4.129011186239425,nM,419.3930000000002,3.6386400000000014,2.0,6.0
CHEMBL2029691,O=C(Cc1ccc(F)cc1)Nc1cc(SC[C@@H](O)CO)cc([N+](=O)[O-])c1,48600.0,4.313363730737707,nM,380.3970000000001,2.3604000000000003,3.0,6.0
CHEMBL2029692,O=C(Cn1c(-c2ccccc2)cc(=O)n2ncnc12)NNC(=S)Nc1ccccc1,6800.0,5.167491087293763,nM,419.47,1.5757999999999992,3.0,7.0
CHEMBL2029693,Cc1cccc(N2NC(=O)/C(=C/c3ccc(-c4ccccc4F)o3)C2=O)c1,23100.0,4.636388020107856,nM,362.3600000000001,3.855520000000003,1.0,3.0
CHEMBL2029694,CCOc1ccc(-c2cc(C(F)(F)F)c(C#N)c(SCC(=O)NCC(=O)O)n2)cc1,8400.0,5.075720713938118,nM,439.41500000000013,3.330680000000001,2.0,6.0
CHEMBL2029695,Cn1c(NCc2cccc(C(F)(F)F)c2)cc(=O)n(C)c1=O,83900.0,4.0762380391713,nM,313.27900000000005,1.7148999999999999,1.0,5.0
CHEMBL2029696,O=C1NN(c2ccc(F)cc2)C(=O)/C1=C\c1cccc(OCc2ccccc2F)c1,5600.0,5.251811972993799,nM,406.38800000000015,4.005200000000003,1.0,3.0
CHEMBL2029697,Cc1nn(C)cc1C(=O)Nc1ccn(Cc2c(F)cccc2Cl)n1,72400.0,4.140261433802853,nM,347.781,3.0181200000000015,1.0,5.0
CHEMBL1504817,O=C1NN(c2ccc(F)c(Cl)c2)C(=O)/C1=C\c1cccc(OC(=O)c2cccs2)c1,3500.0,5.455931955649724,nM,442.85500000000013,4.221200000000002,1.0,5.0
CHEMBL2029698,C=C(N/N=C/c1cn[nH]c1-c1ccccc1)[C@H](C)Cc1ccccc1,26600.0,4.575118363368933,nM,330.43500000000006,4.392700000000003,2.0,3.0
CHEMBL2029699,Cc1ccc(N2NC(=O)/C(=C/c3ccc(OCc4ccccc4)cc3)C2=O)cc1Cl,8600.0,5.065501548756432,nM,418.8800000000001,4.688820000000003,1.0,3.0
CHEMBL2029700,Nc1nn2c(=O)cc(-c3ccccc3)[nH]c2c1/N=N/c1ccc2c(c1)OCO2,5300.0,5.275724130399211,nM,374.3600000000002,3.4159000000000015,2.0,8.0
CHEMBL2035810,C=CC(=O)NCc1coc(-c2c(N)ncnc2Nc2ccc(OCc3ccccn3)c(Cl)c2)n1,3.3,8.481486060122112,nM,477.9120000000002,3.8870000000000013,3.0,9.0
CHEMBL2047015,O=C(CCCCCC(=O)Nc1ccc(O)c(C(=O)Nc2ccccc2)c1)NO,2340.0,5.630784142589857,nM,385.42,3.038900000000001,5.0,5.0
CHEMBL2047016,O=C(CCCCCC(=O)Nc1ccc(O)c(C(=O)Nc2cccc(F)c2)c1)NO,1410.0,5.85078088734462,nM,403.41,3.178,5.0,5.0
CHEMBL2047017,O=C(CCCCCC(=O)Nc1ccc(O)c(C(=O)Nc2ccc(F)c(F)c2)c1)NO,2220.0,5.653647025549361,nM,421.40000000000003,3.3171,5.0,5.0
CHEMBL2047018,O=C(CCCCCC(=O)Nc1ccc(O)c(C(=O)Nc2ccc(F)c(Cl)c2)c1)NO,3530.0,5.452225294612178,nM,437.8550000000001,3.8314000000000012,5.0,5.0
CHEMBL2047019,O=C(CCCCCC(=O)Nc1ccc(O)c(C(=O)Nc2cccc(C(F)(F)F)c2)c1)NO,4200.0,5.376750709602099,nM,453.41700000000003,4.057700000000001,5.0,5.0
CHEMBL2047020,C#Cc1cccc(NC(=O)c2cc(NC(=O)CCCCCC(=O)NO)ccc2O)c1,3310.0,5.480172006224281,nM,409.4420000000001,3.020200000000001,5.0,5.0
CHEMBL2047021,O=C(CCCCCC(=O)Nc1ccc(O)c(C(=O)Nc2ccc(Cl)c(Cl)c2)c1)NO,1800.0,5.7447274948966935,nM,454.3100000000001,4.345700000000003,5.0,5.0
CHEMBL2047022,O=C(CCCCCC(=O)Nc1ccc(O)c(C(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)c1)NO,1410.0,5.85078088734462,nM,487.8620000000001,4.711100000000003,5.0,5.0
CHEMBL2047023,O=C(CCCCCC(=O)Nc1ccc(O)c(C(=O)Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1)NO,1100.0,5.958607314841775,nM,543.9790000000003,5.4104000000000045,5.0,6.0
CHEMBL2047024,C#Cc1cccc(NC(=O)c2cc(NC(=O)CCCCCCC(=O)NO)ccc2O)c1,2250.0,5.647817481888637,nM,423.46900000000016,3.410300000000001,5.0,5.0
CHEMBL2047025,COc1cc(O)c(C(=O)Nc2ccc(F)c(Cl)c2)cc1NC(=O)CCCCCC(=O)NO,1560.0,5.806875401645538,nM,467.8810000000003,3.8400000000000016,5.0,6.0
CHEMBL2047026,C#Cc1cccc(NC(=O)c2cc(NC(=O)CCCCCC(=O)NO)c(OC)cc2O)c1,1120.0,5.950781977329818,nM,439.4680000000002,3.0288000000000013,5.0,6.0
CHEMBL2047027,C#Cc1cccc(NC(=O)c2cccc(NC(=O)CCCCCC(=O)NO)c2)c1,6170.0,5.209714835966759,nM,393.4430000000002,3.3146000000000013,4.0,4.0
CHEMBL2047028,C#Cc1cccc(NC(=O)c2cc(NC(=O)CCCCCC(=O)NO)ccc2OC)c1,5160.0,5.287350298372789,nM,423.46900000000016,3.3232000000000017,4.0,5.0
CHEMBL2047029,C#Cc1cccc(NC(=O)c2cc(OCCCCCCC(=O)NO)ccc2O)c1,900.0,6.045757490560675,nM,396.44300000000004,3.4605000000000015,4.0,5.0
CHEMBL2047253,Nc1nc2c(c(Nc3ccc(Cl)cc3F)n1)-c1ccccc1C2,11700.0,4.931814138253839,nM,326.76200000000006,4.166100000000002,2.0,4.0
CHEMBL2047248,Nc1nc2c(c(Nc3cccc(Br)c3)n1)-c1ccccc1C2,24100.0,4.617982957425132,nM,353.22300000000007,4.136100000000002,2.0,4.0
CHEMBL2047247,Nc1nc2c(c(Nc3ccc(Cl)cc3)n1)-c1ccccc1C2,26000.0,4.585026652029182,nM,308.77200000000005,4.027000000000001,2.0,4.0
CHEMBL2047242,Nc1nc2c(c(Nc3cccc(Cl)c3)n1)-c1ccccc1C2,19600.0,4.707743928643524,nM,308.77200000000005,4.027000000000001,2.0,4.0
CHEMBL2047241,Nc1nc2c(c(Nc3ccc(F)cc3)n1)-c1ccccc1C2,276100.0,3.558933593360737,nM,292.31700000000006,3.5127000000000015,2.0,4.0
CHEMBL2047245,CC(C)c1ccc(Nc2nc(N)nc3c2-c2ccccc2C3)cc1,42600.0,4.370590400897281,nM,316.408,4.4970000000000026,2.0,4.0
CHEMBL2048912,CC(C)(N)C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21,2.6,8.585026652029182,nM,522.0340000000002,5.083800000000003,3.0,9.0
CHEMBL2048911,Cl.O=C(NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21)[C@@H]1CCCN1,3.0,8.522878745280337,nM,570.5060000000001,5.520300000000004,3.0,9.0
CHEMBL2048910,CC(C)(C)C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21.CS(=O)(=O)O,21.0,7.6777807052660805,nM,617.1530000000002,5.896600000000006,3.0,10.0
CHEMBL2048909,CC(C)(C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21)S(C)(=O)=O,5.5,8.259637310505756,nM,585.1110000000002,5.169700000000005,2.0,10.0
CHEMBL2048908,CC(C)(CO)C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21,7.0,8.154901959985743,nM,537.0450000000002,5.365000000000003,3.0,9.0
CHEMBL2048907,CC(C)(O)C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21.CS(=O)(=O)O,7.0,8.154901959985743,nM,619.1250000000003,4.621400000000003,4.0,11.0
CHEMBL2048906,CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21,2.9,8.537602002101044,nM,478.9650000000002,5.366400000000003,2.0,8.0
CHEMBL2048905,OCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21,4.1,8.387216143280265,nM,437.9120000000001,5.222600000000003,2.0,8.0
CHEMBL2048904,Cn1ncc2c(Oc3ccc(Nc4ncnc5ccn(CCO)c45)cc3Cl)cccc21,36.0,7.443697499232712,nM,434.8870000000002,4.499600000000004,2.0,8.0
CHEMBL2048903,OCCn1ccc2ncnc(Nc3ccc(Oc4cccc5[nH]ncc45)c(Cl)c3)c21,1.9,8.721246399047171,nM,420.86000000000007,4.489200000000003,3.0,7.0
CHEMBL2048798,OCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sccc45)c(Cl)c3)c21,8.8,8.05551732784983,nM,436.92400000000015,5.827600000000003,2.0,7.0
CHEMBL2048797,OCCn1ccc2ncnc(Nc3ccc(Oc4cccc5[nH]ccc45)c(Cl)c3)c21,3.1,8.508638306165727,nM,419.8720000000001,5.094200000000003,3.0,6.0
CHEMBL2048796,O=C1Cc2c(cccc2Oc2ccc(Nc3ncnc4ccn(CCO)c34)cc2Cl)N1,3.0,8.522878745280337,nM,435.8710000000002,4.107500000000001,3.0,7.0
CHEMBL2048795,O=C1Cc2cccc(Oc3ccc(Nc4ncnc5ccn(CCO)c45)cc3Cl)c2N1,2.8,8.55284196865778,nM,435.87100000000015,4.107500000000001,3.0,7.0
CHEMBL2048794,O=C1NCc2cccc(Oc3ccc(Nc4ncnc5ccn(CCO)c45)cc3Cl)c21,21.0,7.6777807052660805,nM,435.87100000000015,3.856300000000002,3.0,7.0
CHEMBL2048793,O=C1NCc2c(Oc3ccc(Nc4ncnc5ccn(CCO)c45)cc3Cl)cccc21,890.0,6.050609993355087,nM,435.87100000000015,3.856300000000002,3.0,7.0
CHEMBL2048792,O=C1Cc2ccc(Oc3ccc(Nc4ncnc5ccn(CCO)c45)cc3Cl)cc2N1,2300.0,5.638272163982407,nM,435.87100000000015,4.107500000000002,3.0,7.0
CHEMBL2048791,O=C1Cc2cc(Oc3ccc(Nc4ncnc5ccn(CCO)c45)cc3Cl)ccc2N1,960.0,6.017728766960431,nM,435.87100000000015,4.107500000000002,3.0,7.0
CHEMBL2048790,O=C1NCc2cc(Oc3ccc(Nc4ncnc5ccn(CCO)c45)cc3Cl)ccc21,510.0,6.292429823902063,nM,435.87100000000015,3.856300000000002,3.0,7.0
CHEMBL2048789,O=C1NCc2ccc(Oc3ccc(Nc4ncnc5ccn(CCO)c45)cc3Cl)cc21,7.8,8.10790539730952,nM,435.87100000000015,3.856300000000002,3.0,7.0
CHEMBL2048788,CC(C)(C)NC(=O)c1cccc(Oc2ccc(Nc3ncnc4ccn(CCO)c34)cc2Cl)c1,33.0,7.481486060122112,nM,479.9680000000002,5.141200000000004,3.0,7.0
CHEMBL1923007,OCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,34.0,7.468521082957745,nM,448.83200000000005,5.631700000000003,2.0,6.0
CHEMBL2064372,O=c1oc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc2n1CCCN1CCOCC1,78.0,7.107905397309519,nM,457.89300000000037,3.7961000000000027,1.0,8.0
CHEMBL2064373,C#Cc1cccc(Nc2ncnc3cc4oc(=O)n(CCCN5CCOCC5)c4cc23)c1,380.0,6.42021640338319,nM,429.48000000000036,2.9849000000000014,1.0,8.0
CHEMBL2064374,CCOC(=O)c1ccc(Nc2ncnc3cc4oc(=O)n(CCCN5CCOCC5)c4cc23)cc1,5800.0,5.236572006437063,nM,477.5210000000004,3.1803000000000017,1.0,10.0
CHEMBL2064376,COc1ccc(Nc2ncnc3cc4oc(=O)n(CCCN5CCOCC5)c4cc23)cc1,380.0,6.42021640338319,nM,435.4840000000004,3.0122000000000018,1.0,9.0
CHEMBL2064379,Cc1cc(C)cc(Nc2ncnc3cc4oc(=O)n(CCCN5CCOCC5)c4cc23)c1,75000.0,4.1249387366083,nM,433.51200000000034,3.620440000000002,1.0,8.0
CHEMBL2064380,CCOC(=O)c1ccc(O)c(Nc2ncnc3cc4oc(=O)n(CCCN5CCOCC5)c4cc23)c1,230.0,6.638272163982407,nM,493.5200000000005,2.8859000000000012,2.0,11.0
CHEMBL2064382,CCOc1ccc(Nc2ncnc3cc4oc(=O)n(CCCN5CCOCC5)c4cc23)cc1,1400.0,5.853871964321762,nM,449.51100000000037,3.402300000000002,1.0,9.0
CHEMBL2064383,Cc1ccc(Nc2ncnc3cc4oc(=O)n(CCCN5CCOCC5)c4cc23)cc1,67.0,7.173925197299173,nM,419.4850000000003,3.312020000000002,1.0,8.0
CHEMBL2064384,O=c1oc2cc3ncnc(Nc4ccc(OCc5ccc(Cl)cc5)cc4)c3cc2n1CCCN1CCOCC1,990.0,6.00436480540245,nM,546.0270000000002,5.236000000000006,1.0,9.0
CHEMBL2064386,O=c1oc2cc3ncnc(Nc4ccc(OCc5ccccc5)cc4)c3cc2n1CCCN1CCOCC1,140.0,6.853871964321762,nM,511.5820000000004,4.582600000000004,1.0,9.0
CHEMBL2064388,O=c1oc2cc3ncnc(Nc4ccccc4O)c3cc2n1CCCN1CCOCC1,30000.0,4.522878745280337,nM,421.4570000000004,2.7092,2.0,9.0
CHEMBL2064389,O=c1oc2cc3ncnc(Nc4ccc(F)c(F)c4)c3cc2n1CCCN1CCOCC1,570.0,6.2441251443275085,nM,441.4380000000004,3.2818000000000014,1.0,8.0
CHEMBL2064390,CC(C)Oc1cccc(Nc2ncnc3cc4oc(=O)n(CCCN5CCOCC5)c4cc23)c1,3000.0,5.522878745280337,nM,463.5380000000004,3.7908000000000026,1.0,9.0
CHEMBL2064391,CC(=O)c1cccc(Nc2ncnc3cc4oc(=O)n(CCCN5CCOCC5)c4cc23)c1,6800.0,5.167491087293763,nM,447.49500000000035,3.2062000000000017,1.0,9.0
CHEMBL2064392,Cc1c(OCC(F)(F)F)ccnc1COc1ccc(Nc2ncnc3cc4oc(=O)n(CCCN5CCOCC5)c4cc23)cc1,7800.0,5.107905397309519,nM,624.6200000000001,5.227120000000005,1.0,11.0
CHEMBL2064393,Cc1c(OCC(F)(F)F)ccnc1COc1cccc(Nc2ncnc3cc4oc(=O)n(CCCN5CCOCC5)c4cc23)c1,99.0,7.00436480540245,nM,624.62,5.227120000000005,1.0,11.0
CHEMBL2064394,O=c1oc2cc3ncnc(Nc4ccc(OCc5ccccn5)cc4)c3cc2n1CCCN1CCOCC1,1700.0,5.769551078621726,nM,512.5700000000004,3.9776000000000025,1.0,10.0
CHEMBL2064395,O=c1oc2cc3ncnc(Nc4ccc(OCc5ccc(Cl)cc5)c(Cl)c4)c3cc2n1CCCN1CCOCC1,61.0,7.214670164989233,nM,580.472,5.8894000000000055,1.0,9.0
CHEMBL2064396,CC(C)(C)c1ccc(Nc2ncnc3cc4oc(=O)n(CCCN5CCOCC5)c4cc23)cc1,79000.0,4.102372908709558,nM,461.5660000000004,4.3011000000000035,1.0,8.0
